Account ID,City,State,BFPO No,Postcode,Country,Total Gifts (All Time),Last Gift Date,Number of Gifts Past 18 Months
001PY00000ffB0bYAE,Brooklyn,NY,,,,"$27,000.00 ",12/20/2024,1
001PY00000fe0HeYAI,Brooklyn,NY,,,,"$2,000.00 ",12/20/2024,1
001PY00000ff4cUYAQ,Brooklyn,NY,,,,$370.00 ,12/21/2024,1
001PY00000feXeGYAU,Brooklyn,NY,,,,$260.00 ,12/22/2024,1
001PY00000ff547YAA,Brooklyn,NY,,,,$220.00 ,12/23/2024,1
001PY00000ffST8YAM,Brooklyn,NY,,,,$125.00 ,12/24/2024,1
001PY00000ff287YAA,Brooklyn,NY,,,,"$1,200.00 ",12/24/2024,1
001PY00000ffST2YAM,Brooklyn,NY,,,,$22.00 ,12/27/2024,2
001PY00000ffSyTYAU,Brooklyn,NY,,,,$190.00 ,12/29/2024,1
001PY00000ffCn1YAE,Brooklyn,NY,,,,"$4,650.00 ",12/29/2024,1
001PY00000ffCumYAE,Brooklyn,NY,,,,"$1,300.00 ",12/30/2024,1
001PY00000ffGbvYAE,Brooklyn,NY,,,,$140.00 ,12/30/2024,1
001PY00000ffS8FYAU,Brooklyn,NY,,,,"$8,400.00 ",12/30/2024,1
001PY00000ff3wVYAQ,Brooklyn,NY,,,,"$1,100.00 ",12/30/2024,1
001PY00000ffEeuYAE,Brooklyn,NY,,,,$265.00 ,12/30/2024,1
001PY00000ffIbBYAU,Brooklyn,NY,,,,$85.00 ,12/31/2024,1
001PY00000ff9EBYAY,Brooklyn,NY,,,,$320.00 ,12/31/2024,1
001PY00000ff9EAYAY,Brooklyn,NY,,,,"$1,500.00 ",12/31/2024,1
001PY00000ffO1yYAE,Brooklyn,NY,,,,$500.00 ,12/31/2024,1
001PY00000ff8ESYAY,Brooklyn,NY,,,,$271.25 ,12/31/2024,1
001PY00000ffAFYYA2,Brooklyn,NY,,,,$367.12 ,12/31/2024,1
001PY00000ffB7CYAU,Brooklyn,NY,,,,$443.94 ,12/31/2024,1
001PY00000feaMpYAI,Brooklyn,NY,,,,"$1,500.00 ",12/31/2024,1
001PY00000ff5yNYAQ,Brooklyn,NY,,,,$405.90 ,12/31/2024,1
001PY00000ff6VhYAI,Brooklyn,NY,,,,$410.00 ,12/31/2024,1
001PY00000ffJJtYAM,Brooklyn,NY,,,,"$4,500.00 ",1/2/2025,1
001PY00000ffRlPYAU,Brooklyn,NY,,,,$235.00 ,1/2/2025,1
001PY00000ffO2HYAU,Brooklyn,NY,,,,$184.00 ,1/14/2025,11
001PY00000ffCgQYAU,Brooklyn,NY,,,,$50.00 ,1/20/2025,1
001PY00000ff4AAYAY,Brooklyn,NY,,,,$425.00 ,1/23/2025,1
001PY00000ff4MIYAY,Brooklyn,NY,,,,$51.00 ,1/29/2025,1
001PY00000ff5y5YAA,Brooklyn,NY,,,,$425.00 ,1/31/2025,1
001PY00000ffHtyYAE,Brooklyn,NY,,,,"$2,000.01 ",1/31/2025,2
001PY00000ff4QtYAI,Brooklyn,NY,,,,$363.00 ,1/31/2025,2
001PY00000ffAN4YAM,Brooklyn,NY,,,,"$2,190.00 ",4/18/2025,11
001PY00000ffEs0YAE,Brooklyn,NY,,,,$444.10 ,4/23/2025,1
001PY00000ffSJzYAM,Brooklyn,NY,,,,$910.00 ,4/24/2025,13
001PY00000ffQuhYAE,Brooklyn,NY,,,,$575.00 ,4/24/2025,3
001PY00000febkOYAQ,Brooklyn,NY,,,,"$1,762.00 ",4/26/2025,12
001PY00000ff9DBYAY,Brooklyn,NY,,,,"$1,190.00 ",4/27/2025,13
001PY00000fea2wYAA,Brooklyn,NY,,,,$121.20 ,5/13/2025,1
001PY00000ff5xZYAQ,Brooklyn,NY,,,,$225.00 ,5/14/2025,2
001PY00000ff7QjYAI,Brooklyn,NY,,,,$118.00 ,5/15/2025,1
001PY00000ffOUhYAM,Brooklyn,NY,,,,$17.50 ,5/15/2025,1
001PY00000ffBu3YAE,Brooklyn,NY,,,,$150.00 ,5/15/2025,1
001PY00000feBHsYAM,BROOKLYN,NY,,,,$10.00 ,5/15/2025,1
001PY00000ffCu7YAE,Brooklyn,NY,,,,$80.59 ,5/15/2025,2
001PY00000ffFkkYAE,Brooklyn,NY,,,,$2.00 ,5/16/2025,1
001PY00000ffBxnYAE,Brooklyn,NY,,,,$230.00 ,5/16/2025,2
001PY00000ffPq1YAE,Brooklyn,NY,,,,$145.00 ,5/27/2025,1
001PY00000ffNerYAE,Brooklyn,NY,,,,$75.00 ,5/29/2025,1
001PY00000lEAb1YAG,Brooklyn,NY,,,,$88.66 ,6/2/2025,2
001PY00000fe20eYAA,Brooklyn,NY,,,,$422.50 ,6/13/2025,1
001PY00000ff4jHYAQ,Brooklyn,NY,,,,$650.00 ,6/14/2025,15
001PY00000ffKKcYAM,Brooklyn,NY,,,,$265.00 ,6/23/2025,5
001PY00000pioFBYAY,Brooklyn,NY,,,,$51.50 ,6/27/2025,1
001PY00000fekvuYAA,Brooklyn,NY,,,,$990.00 ,6/27/2025,2
001PY00000fefhxYAA,Brooklyn,NY,,,,$435.00 ,6/30/2025,4
001PY00000ff9m2YAA,Brooklyn,NY,,,,$151.50 ,7/11/2025,1
001PY00000feXF1YAM,Brooklyn,NY,,,,$220.00 ,7/13/2025,1
001PY00000ff3wmYAA,Brooklyn,NY,,,,$323.00 ,7/23/2025,2
001PY00000ffDqSYAU,Brooklyn,NY,,,,"$1,803.00 ",8/27/2025,3
001PY00000ff57NYAQ,Brooklyn,NY,,,,$542.12 ,8/27/2025,4
001PY00000ff8rpYAA,Brooklyn,NY,,,,"$2,675.00 ",9/2/2025,2
001PY00000fezigYAA,Brooklyn,NY,,,,$265.54 ,9/2/2025,1
001PY00000ff8IaYAI,Brooklyn,NY,,,,$575.00 ,9/2/2025,2
001PY00000ff44AYAQ,Brooklyn,NY,,,,$720.00 ,9/10/2025,2
001PY00000ffKYzYAM,Brooklyn,NY,,,,$7.00 ,9/18/2025,4
001PY00000fecxiYAA,Brooklyn,NY,,,,$25.75 ,9/18/2025,1
001PY00000ff3MwYAI,Brooklyn,NY,,,,"$4,415.00 ",9/22/2025,18
001PY00000ff91NYAQ,Brooklyn,NY,,,,$910.00 ,9/22/2025,19
001PY00000ffC9FYAU,Brooklyn,NY,,,,"$1,400.00 ",9/22/2025,12
001PY00000fdzZLYAY,Brooklyn,NY,,,,"$1,310.00 ",9/25/2025,17
001PY00000ffOVVYA2,Brooklyn,NY,,,,$220.00 ,9/28/2025,17
001PY00000ff5dQYAQ,Brooklyn,NY,,,,"$4,770.00 ",9/28/2025,18
001PY00000ff4bNYAQ,Brooklyn,NY,,,,$981.00 ,9/29/2025,2
001PY00000ffF4hYAE,Brooklyn,NY,,,,$894.98 ,9/30/2025,2
001PY00000ffCfHYAU,Brooklyn,NY,,,,$341.50 ,9/30/2025,2
001PY00000ff8ccYAA,Brooklyn,NY,,,,"$1,635.00 ",9/30/2025,18
001PY00000ffKs8YAE,Brooklyn,NY,,,,$155.00 ,9/30/2025,2
001PY00000ffS7QYAU,Brooklyn,NY,,,,$592.00 ,10/1/2025,19
001PY00000ffKi9YAE,Brooklyn,NY,,,,$70.45 ,10/5/2025,2
001PY000014e1Z0YAI,Brooklyn,NY,,,,$25.75 ,10/8/2025,1
001PY00000ff5K6YAI,Brooklyn,NY,,,,"$1,170.00 ",10/8/2025,2
001PY000011SRKPYA4,Brooklyn,NY,,,,$76.50 ,10/8/2025,3
001PY00000ff3NJYAY,Brooklyn,NY,,,,"$4,625.00 ",10/10/2025,6
001PY00000ffRdNYAU,Brooklyn,NY,,,,$90.00 ,10/12/2025,18
001PY00000gf8pYYAQ,Brooklyn,NY,,,,"$2,450.00 ",10/13/2025,19
001PY00000ffHzyYAE,Brooklyn,NY,,,,$45.00 ,10/13/2025,2
001PY000014s5PoYAI,Brooklyn,NY,,,,$131.52 ,10/14/2025,2
001PY00000ffR14YAE,Brooklyn,NY,,,,"$1,200.00 ",10/15/2025,12
001PY00000ff4c1YAA,Brooklyn,NY,,,,$726.50 ,10/16/2025,2
001PY00000ff8AdYAI,Brooklyn,NY,,,,$70.00 ,10/20/2025,2
001PY00000ff3vkYAA,Brooklyn,NY,,,,$620.00 ,10/20/2025,3
001PY00000fbbgYYAQ,Brooklyn,NY,,,,$400.00 ,4/20/2022,0
001PY00000fbbhrYAA,Brooklyn,NY,,,,"$1,000.00 ",2/5/2024,0
001PY00000k1DViYAM,Brooklyn,NY,,,,$40.00 ,5/13/2025,1
001PY00000kC0tPYAS,Brooklyn,NY,,,,$17.50 ,5/15/2025,1
001PY00000kByD1YAK,Brooklyn,NY,,,,$25.00 ,5/15/2025,1
001PY00000fbbXXYAY,Brooklyn,NY,,,,"$10,000.00 ",6/2/2025,1
001PY00000oNUfCYAW,Brooklyn,NY,,,,$300.00 ,6/17/2025,1
001PY00000p9S0IYAU,Brooklyn,NY,,,,$55.00 ,6/23/2025,1
001PY00000vk9PTYAY,Brooklyn,NY,,,,"$1,112.48 ",9/30/2025,2
001PY00000fbPlSYAU,Brooklyn,NY,,,,$50.00 ,10/15/2025,1
001PY00000kBpSDYA0,Brooklyn,NY,,,,$10.00 ,5/16/2025,1
001PY00000kBzmFYAS,BROOKLYN,NY,,,,$35.00 ,5/16/2025,1
001PY00000ffD3QYAU,Buchanan,NY,,,,$20.50 ,5/17/2021,0
001PY00000ffCltYAE,Buffalo,NY,,,,$500.00 ,1/5/2020,0
001PY00000ffErnYAE,Buffalo,NY,,,,$25.00 ,5/7/2020,0
001PY00000ff5ldYAA,Buffalo,NY,,,,$14.00 ,10/21/2020,0
001PY00000ff8yvYAA,Buffalo,NY,,,,$860.82 ,3/25/2021,0
001PY00000ff6FJYAY,Buffalo,NY,,,,$190.00 ,7/6/2021,0
001PY00000ffKKQYA2,Buffalo,NY,,,,$25.00 ,12/19/2022,0
001PY00000ffKYCYA2,Buffalo,NY,,,,$35.00 ,7/20/2023,0
001PY00000ff4KKYAY,Buffalo,NY,,,,$705.00 ,9/5/2023,0
001PY00000ffOAMYA2,Buffalo,NY,,,,$20.00 ,12/10/2024,1
001PY00000ff2VQYAY,Buffalo,NY,,,,$200.00 ,6/30/2025,2
001PY00000ffAMbYAM,Burnt Hills,NY,,,,$125.00 ,10/12/2023,0
001PY00000ffH1JYAU,Cairo,NY,,,,$25.00 ,5/19/2021,0
001PY00000ff3F7YAI,Cairo,NY,,,,$490.00 ,10/21/2025,2
001PY00000ffFPHYA2,Callicoon,NY,,,,$700.00 ,1/6/2025,1
001PY00000feaVDYAY,Callicoon Center,NY,,,,$300.00 ,8/24/2020,0
001PY00000ff33UYAQ,Calverton,NY,,,,$110.00 ,7/25/2024,1
001PY00000ffENsYAM,Cambridge,NY,,,,$220.00 ,5/15/2025,2
001PY00000ff68eYAA,Campbell Hall,NY,,,,$250.00 ,3/15/2021,0
001PY00000ffNNjYAM,Campbell Hall,NY,,,,$10.00 ,5/16/2025,1
001PY00000ffA0fYAE,Canandaigua,NY,,,,"$1,427.50 ",8/24/2020,0
001PY00000ffzPHYAY,Canandaigua,NY,,,,$115.00 ,12/31/2022,0
001PY00000ff94nYAA,Canandaigua,NY,,,,"$1,215.00 ",11/14/2023,0
001PY00000ffQCOYA2,Canandaigua,NY,,,,$100.00 ,4/27/2024,1
001PY00000ff3LsYAI,Carle Place,NY,,,,$390.00 ,11/29/2022,0
001PY00000ff1NyYAI,Carmel,NY,,,,"$1,045.00 ",3/10/2020,0
001PY00000ff27uYAA,Carmel,NY,,,,$455.00 ,10/19/2021,0
001PY00000ffHu6YAE,Carmel,NY,,,,$500.00 ,12/27/2021,0
001PY00000ffEAmYAM,Carmel,NY,,,,$400.00 ,10/28/2022,0
001PY00000ffSAnYAM,Carmel,NY,,,,$50.00 ,4/8/2023,0
001PY00000ffNd6YAE,Carmel,NY,,,,$50.00 ,5/5/2023,0
001PY00000ffON8YAM,Carmel,NY,,,,$25.00 ,6/28/2023,0
001PY00000ff1yrYAA,Carmel,NY,,,,"$1,100.00 ",1/1/2024,0
001PY00000femGaYAI,Carmel,NY,,,,$131.25 ,5/14/2025,1
001PY00000ffQdPYAU,Carmel Hamlet,NY,,,,$50.00 ,8/5/2024,1
001PY00000ffzOcYAI,Cassadaga,NY,,,,$260.00 ,12/17/2023,0
001PY00000ffDdWYAU,Castleton,NY,,,,$1.03 ,5/17/2021,0
001PY00000feeBrYAI,Castleton,NY,,,,$300.00 ,4/27/2023,0
001PY00000ffNccYAE,Castleton,NY,,,,$10.00 ,4/29/2023,0
001PY00000ffIMgYAM,Castleton on Hudson,NY,,,,$20.72 ,4/13/2022,0
001PY00000fdugbYAA,Castleton on Hudson,NY,,,,$51.81 ,4/28/2022,0
001PY00000ffNddYAE,Castleton On Hudson,NY,,,,$41.76 ,5/10/2023,0
001PY00000ffP9GYAU,Castleton On Hudson,NY,,,,$50.00 ,9/7/2023,0
001PY00000ffJIpYAM,Castleton-on-Hudson,NY,,,,$5.18 ,4/25/2023,0
001PY00000ffON9YAM,Castleton-on-Hudson,NY,,,,$1.00 ,6/29/2023,0
001PY00000ffJMuYAM,Castleton-on-Hudson,NY,,,,$72.12 ,7/21/2023,0
001PY00000ffFrqYAE,Castleton-on-Hudson,NY,,,,$65.00 ,12/2/2024,1
001PY00000ff6vrYAA,Castleton-on-Hudson,NY,,,,"$1,260.00 ",6/26/2025,2
001PY00000ffArXYAU,Castleton-on-Hudson,NY,,,,"$1,018.72 ",8/10/2025,16
001PY00000ff3mQYAQ,"Castleton-on-Hudson, NY, USA",NY,,,,$485.00 ,12/6/2023,0
001PY00000feeJiYAI,Catskill,NY,,,,$450.00 ,4/29/2022,0
001PY00000ffCZSYA2,Catskill,NY,,,,$40.00 ,6/10/2020,0
001PY00000ehgxfYAA,Catskill,NY,,,,$500.00 ,12/29/2020,0
001PY00000fewvGYAQ,Catskill,NY,,,,$795.00 ,4/22/2021,0
001PY00000ffC8BYAU,Catskill,NY,,,,$320.51 ,6/7/2021,0
001PY00000ffILsYAM,Catskill,NY,,,,$50.00 ,4/2/2022,0
001PY00000ffSewYAE,Catskill,NY,,,,$50.00 ,4/24/2022,0
001PY00000ff8ziYAA,Catskill,NY,,,,"$1,800.00 ",12/19/2022,0
001PY00000ffOLvYAM,Catskill,NY,,,,$207.25 ,6/9/2023,0
001PY00000ffGdFYAU,Catskill,NY,,,,$145.00 ,11/28/2023,0
001PY00000ffQoKYAU,Catskill,NY,,,,$60.00 ,8/26/2024,1
001PY00000ffzZoYAI,Catskill,NY,,,,$100.00 ,11/13/2024,1
001PY00000fetGAYAY,Catskill,NY,,,,$100.00 ,12/3/2024,1
001PY00000feVvpYAE,Catskill,NY,,,,$125.00 ,12/4/2024,1
001PY00000ffMbzYAE,Catskill,NY,,,,$30.00 ,12/10/2024,1
001PY00000ffzPCYAY,Catskill,NY,,,,$265.00 ,12/30/2024,1
001PY00000ffHShYAM,Catskill,NY,,,,"$3,200.00 ",9/28/2025,15
001PY00000ffMINYA2,Catskill,NY,,,,$560.00 ,10/18/2025,19
001PY00000fyHeiYAE,Catskill,NY,,,,"$1,000.00 ",7/11/2025,1
001PY000011kiUnYAI,Catskill,NY,,,,"$2,500.00 ",9/23/2025,1
001PY00000ffMv0YAE,Cazenovia,NY,,,,"$3,692.95 ",10/16/2025,21
001PY00000ffp7sYAA,Centereach,NY,,,,$50.00 ,3/28/2023,0
001PY00000fe21mYAA,Central Islip,NY,,,,$915.00 ,12/29/2024,1
001PY00000ffO3RYAU,Central Valley,NY,,,,$80.00 ,5/16/2023,0
001PY00000ffI8gYAE,Central Valley,NY,,,,$150.00 ,8/10/2023,0
001PY00000ff4FHYAY,Central Valley,NY,,,,$255.00 ,8/27/2025,2
001PY00000ff2QbYAI,Chappaqua,NY,,,,"$11,900.00 ",10/10/2025,3
001PY00000ffBhgYAE,Chappaqua,NY,,,,"$3,200.00 ",10/10/2025,19
001PY00000ffEs6YAE,Chappaqua,NY,,,,$50.00 ,6/9/2020,0
001PY00000ffFQ5YAM,Chappaqua,NY,,,,$250.00 ,9/10/2020,0
001PY00000ff6rsYAA,Chappaqua,NY,,,,$285.00 ,6/4/2021,0
001PY00000ffDqJYAU,Chappaqua,NY,,,,$75.00 ,12/10/2021,0
001PY00000feh91YAA,Chappaqua,NY,,,,$400.00 ,12/28/2021,0
001PY00000ff6FoYAI,Chappaqua,NY,,,,$595.00 ,1/6/2022,0
001PY00000fdugoYAA,Chappaqua,NY,,,,$51.81 ,5/2/2022,0
001PY00000ffIpGYAU,Chappaqua,NY,,,,$40.00 ,5/17/2022,0
001PY00000ffzYSYAY,Chappaqua,NY,,,,$100.00 ,8/9/2022,0
001PY00000ffSlAYAU,Chappaqua,NY,,,,$518.13 ,4/26/2023,0
001PY00000ffNcjYAE,Chappaqua,NY,,,,$100.00 ,5/4/2023,0
001PY00000ffEHCYA2,Chappaqua,NY,,,,$450.00 ,11/18/2024,1
001PY00000ffF4QYAU,Chappaqua,NY,,,,$140.00 ,12/2/2024,1
001PY00000ffKstYAE,Chappaqua,NY,,,,$900.00 ,12/11/2024,1
001PY00000fewtrYAA,Chappaqua,NY,,,,$870.00 ,12/11/2024,1
001PY00000ffANCYA2,Chappaqua,NY,,,,"$2,005.00 ",12/26/2024,1
001PY00000ff4EZYAY,Chappaqua,NY,,,,"$2,870.00 ",12/27/2024,1
001PY00000ff4cQYAQ,Chappaqua,NY,,,,$710.00 ,12/31/2024,1
001PY00000fegy9YAA,Chappaqua,NY,,,,"$3,600.00 ",7/17/2025,2
001PY00000ff5xoYAA,Chappaqua,NY,,,,"$1,950.00 ",7/30/2025,2
001PY00000ff7bmYAA,Chappaqua,NY,,,,"$1,220.00 ",9/22/2025,8
001PY00000ff2CkYAI,Chappaqua,NY,,,,"$7,265.00 ",10/8/2025,2
001PY00000ffBRmYAM,Chappaqua,NY,,,,"$2,150.00 ",10/9/2025,2
001PY000017o2JsYAI,CHAPPAQUA,NY,,,,$103.00 ,10/17/2025,1
001PY00000fbbYgYAI,Chappaqua,NY,,,,"$130,500.00 ",5/15/2025,2
001PY000014Br6KYAS,Charlotteville,NY,,,,$25.75 ,10/7/2025,1
001PY00000feYejYAE,Chatham,NY,,,,$695.00 ,3/5/2021,0
001PY00000fege6YAA,Chatham,NY,,,,"$4,915.00 ",3/12/2021,0
001PY00000ffSVHYA2,Chatham,NY,,,,$250.00 ,12/31/2021,0
001PY00000ffGimYAE,Chatham,NY,,,,$9.05 ,5/6/2022,0
001PY00000ffCEbYAM,Chatham,NY,,,,$185.00 ,3/4/2023,0
001PY00000ffzraYAA,Chatham,NY,,,,$160.00 ,5/1/2023,0
001PY00000ffH0ZYAU,Chatham,NY,,,,$50.00 ,6/5/2023,0
001PY00000ff7YDYAY,Chatham,NY,,,,"$3,750.00 ",9/30/2024,1
001PY00000ffB0oYAE,Chatham,NY,,,,$710.00 ,12/3/2024,1
001PY00000feH8PYAU,Chatham,NY,,,,"$2,255.00 ",4/4/2025,2
001PY00000ffHCwYAM,Chatham,NY,,,,$100.00 ,4/17/2025,2
001PY00000fyHelYAE,Chatham,NY,,,,"$18,500.00 ",6/13/2025,3
001PY00000ffQQsYAM,Chelsea,NY,,,,$175.07 ,9/8/2025,3
001PY00000fbbuxYAA,Chelsea,NY,,,,$675.00 ,12/28/2023,0
001PY00000ffS86YAE,Cherry Valley,NY,,,,$30.00 ,11/30/2021,0
001PY00000ff3HlYAI,Chester,NY,,,,$230.00 ,12/11/2020,0
001PY00000ff9a1YAA,Chester,NY,,,,$20.00 ,1/16/2021,0
001PY00000gRf6CYAS,Chester,NY,,,,$160.00 ,12/4/2023,0
001PY00000ffHBiYAM,Chester,NY,,,,$325.00 ,12/24/2024,1
001PY00000ff8IvYAI,Chester,NY,,,,$995.00 ,10/10/2025,18
001PY00000ffS07YAE,Chestnut Ridge,NY,,,,$100.00 ,1/13/2020,0
001PY00000ffI8YYAU,Chestnut Ridge,NY,,,,$85.00 ,11/28/2022,0
001PY00000fegYlYAI,Chestnut Ridge,NY,,,,$235.00 ,2/20/2024,0
001PY00000ff9diYAA,Circleville,NY,,,,$850.00 ,7/12/2023,0
001PY00000ff9uWYAQ,Claverack,NY,,,,"$1,065.00 ",12/11/2024,1
001PY00000feiutYAA,Claverack,NY,,,,$854.77 ,12/31/2024,1
001PY00000ffCvDYAU,Claverack,NY,,,,$409.00 ,10/10/2025,18
001PY00000ffS1ZYAU,Clifton Park,NY,,,,$185.00 ,3/11/2024,0
001PY00000ffLAPYA2,Clifton Park,NY,,,,$35.00 ,11/30/2023,0
001PY00000ffKKgYAM,Clifton Park,NY,,,,$235.00 ,12/4/2024,2
001PY00000fdufyYAA,Clifton Park,NY,,,,$600.00 ,10/14/2025,2
001PY00000fbbVdYAI,Clifton Park,NY,,,,$200.00 ,2/11/2020,0
001PY00000ffIMNYA2,Climax,NY,,,,$5.18 ,4/7/2022,0
001PY00000ff0qJYAQ,Climax,NY,,,,$263.00 ,7/22/2024,1
001PY00000ffS0IYAU,Clinton,NY,,,,$300.00 ,7/8/2024,1
001PY00000febjGYAQ,Clinton,NY,,,,$955.00 ,12/28/2024,1
001PY00000ffS0CYAU,Clinton Corners,NY,,,,$225.00 ,4/4/2025,1
001PY00000fdzZcYAI,Clinton Corners,NY,,,,$900.00 ,3/7/2022,0
001PY00000ff6wFYAQ,Clinton Corners,NY,,,,"$2,425.00 ",4/10/2023,0
001PY00000ff3jYYAQ,Clintondale,NY,,,,$550.00 ,3/17/2023,0
001PY00000ffM9DYAU,Cobleskill,NY,,,,$95.00 ,5/12/2025,4
001PY00000ffBNmYAM,Cobleskill,NY,,,,$142.39 ,6/23/2025,1
001PY00000ffzYTYAY,Cochecton,NY,,,,$50.00 ,8/16/2022,0
001PY00000fe1wTYAQ,Coeymans Hollow,NY,,,,$86.44 ,4/8/2022,0
001PY00000feG15YAE,Cohoes,NY,,,,$200.00 ,8/29/2022,0
001PY00000ffDXNYA2,Cohoes,NY,,,,$35.00 ,12/19/2022,0
001PY00000ffCXkYAM,Cohoes,NY,,,,$100.00 ,11/28/2023,0
001PY00000ffP8gYAE,Cohoes,NY,,,,$28.87 ,7/16/2024,2
001PY00000ffDcuYAE,Cohoes,NY,,,,$260.00 ,9/5/2024,1
001PY00000feEyhYAE,Cold Spring,NY,,,,$315.00 ,9/19/2022,0
001PY00000ffC0pYAE,Cold Spring,NY,,,,$402.69 ,1/30/2023,0
001PY00000ffCADYA2,Cold Spring,NY,,,,$188.63 ,6/12/2023,0
001PY00000ff51TYAQ,Cold Spring,NY,,,,"$4,708.13 ",5/10/2024,1
001PY00000feqMhYAI,Cold Spring,NY,,,,$50.00 ,1/7/2020,0
001PY00000feXe3YAE,Cold Spring,NY,,,,$100.00 ,1/17/2020,0
001PY00000ff51hYAA,Cold Spring,NY,,,,"$1,170.00 ",12/11/2020,0
001PY00000ff2fIYAQ,Cold Spring,NY,,,,$180.00 ,12/12/2020,0
001PY00000ff9lZYAQ,Cold Spring,NY,,,,$875.00 ,2/11/2021,0
001PY00000fe4H2YAI,Cold Spring,NY,,,,$703.50 ,5/10/2021,0
001PY00000feeJyYAI,Cold Spring,NY,,,,$10.25 ,5/17/2021,0
001PY00000ffBbrYAE,Cold Spring,NY,,,,"$1,241.28 ",6/3/2021,0
001PY00000fe75TYAQ,Cold Spring,NY,,,,$75.88 ,6/21/2021,0
001PY00000ff9E7YAI,Cold Spring,NY,,,,"$3,750.00 ",11/30/2021,0
001PY00000ffFUcYAM,Cold Spring,NY,,,,$450.00 ,12/17/2021,0
001PY00000fei5pYAA,Cold Spring,NY,,,,$97.25 ,12/27/2021,0
001PY00000ff8QyYAI,Cold Spring,NY,,,,$574.88 ,12/31/2021,0
001PY00000fecHzYAI,Cold Spring,NY,,,,"$1,262.50 ",4/26/2022,0
001PY00000ffF59YAE,Cold Spring,NY,,,,$85.00 ,5/2/2022,0
001PY00000ff3maYAA,Cold Spring,NY,,,,"$3,807.47 ",5/6/2022,0
001PY00000ffBtQYAU,Cold Spring,NY,,,,$110.00 ,5/17/2022,0
001PY00000ffHu0YAE,Cold Spring,NY,,,,"$2,643.13 ",5/27/2022,0
001PY00000ffJMpYAM,Cold Spring,NY,,,,$50.00 ,6/25/2022,0
001PY00000ffF5UYAU,Cold Spring,NY,,,,$303.50 ,8/31/2022,0
001PY00000ff9CsYAI,Cold Spring,NY,,,,"$2,170.00 ",12/19/2022,0
001PY00000ff8T3YAI,Cold Spring,NY,,,,$714.44 ,1/22/2023,0
001PY00000ffMbRYAU,Cold Spring,NY,,,,$25.90 ,4/16/2023,0
001PY00000ffNcUYAU,Cold Spring,NY,,,,$10.00 ,4/24/2023,0
001PY00000ffNcQYAU,Cold Spring,NY,,,,$5.00 ,4/24/2023,0
001PY00000ffNdsYAE,Cold Spring,NY,,,,$50.00 ,5/3/2023,0
001PY00000ffOLXYA2,Cold Spring,NY,,,,$155.44 ,5/30/2023,0
001PY00000ffOLiYAM,Cold Spring,NY,,,,$200.00 ,6/8/2023,0
001PY00000ffOM6YAM,Cold Spring,NY,,,,$100.00 ,6/20/2023,0
001PY00000ff7M2YAI,Cold Spring,NY,,,,$240.00 ,6/27/2023,0
001PY00000ffOM4YAM,Cold Spring,NY,,,,$500.00 ,7/7/2023,0
001PY00000fduglYAA,Cold Spring,NY,,,,$101.81 ,8/3/2023,0
001PY00000ff8tEYAQ,Cold Spring,NY,,,,"$2,395.00 ",11/25/2023,0
001PY00000ff3LlYAI,Cold Spring,NY,,,,"$1,715.00 ",12/17/2023,0
001PY00000ffFUQYA2,Cold Spring,NY,,,,$525.00 ,12/31/2023,0
001PY00000ff5ZvYAI,Cold Spring,NY,,,,"$1,440.00 ",1/18/2024,0
001PY00000ffQCzYAM,Cold Spring,NY,,,,$100.00 ,5/4/2024,1
001PY00000ffANUYA2,Cold Spring,NY,,,,"$1,260.00 ",5/14/2024,2
001PY00000ffQR8YAM,Cold Spring,NY,,,,$115.50 ,6/17/2024,1
001PY00000ffKtBYAU,Cold Spring,NY,,,,$52.50 ,6/21/2024,1
001PY00000ffJnIYAU,Cold Spring,NY,,,,"$1,150.00 ",6/21/2024,1
001PY00000ffMv9YAE,Cold Spring,NY,,,,$35.00 ,7/16/2024,1
001PY00000ff1B6YAI,Cold Spring,NY,,,,$278.27 ,7/22/2024,1
001PY00000ffP86YAE,Cold Spring,NY,,,,$273.94 ,12/1/2024,2
001PY00000ff7PWYAY,Cold Spring,NY,,,,$425.00 ,12/13/2024,1
001PY00000ffSySYAU,Cold Spring,NY,,,,$459.07 ,12/31/2024,1
001PY00000ff5y9YAA,Cold Spring,NY,,,,$590.00 ,12/31/2024,1
001PY00000ffAyIYAU,Cold Spring,NY,,,,$245.00 ,1/6/2025,1
001PY00000gQ2FiYAK,Cold Spring,NY,,,,"$28,650.00 ",1/29/2025,1
001PY00000ff4tyYAA,Cold Spring,NY,,,,"$24,694.00 ",4/22/2025,2
001PY00000ff2EQYAY,Cold Spring,NY,,,,"$24,758.71 ",6/9/2025,4
001PY00000ff8BAYAY,Cold Spring,NY,,,,$565.00 ,6/9/2025,1
001PY00000ffA0CYAU,Cold Spring,NY,,,,"$556,800.00 ",6/20/2025,6
001PY00000omNLxYAM,Cold Spring,NY,,,,$51.50 ,6/20/2025,1
001PY00000ff1FKYAY,Cold Spring,NY,,,,$963.27 ,7/29/2025,2
001PY00000fepdZYAQ,Cold Spring,NY,,,,"$1,063.00 ",9/22/2025,21
001PY00000ff3RVYAY,Cold Spring,NY,,,,$853.00 ,10/9/2025,1
001PY00000ffKnGYAU,Cold Spring,NY,,,,$350.00 ,7/31/2020,0
001PY00000fbbVgYAI,Cold Spring,NY,,,,"$5,500.00 ",2/25/2025,1
